,Sales Order,Stage,Total Distance
442,29079640,STG2,497.3749999999999
443,29079643,STG2,76.16666666666666
444,29079658,STG2,1667.7083333333335
445,29079695,STG2,183.08333333333331
446,29079705,STG2,100.41666666666666
447,29079710,STG2,1308.0000000000007
448,29079716,STG2,524.3333333333333
449,29079736,STG2,336.5833333333333
450,29079756,STG2,148.91666666666669
451,29079796,STG2,255.58333333333334
452,29079799,STG2,44.083333333333336
453,29079846,STG2,2045.7916666666667
454,29079896,STG2,336.5833333333333
455,29079908,STG2,239.41666666666666
456,29079915,STG2,328.33333333333337
457,29079922,STG2,247.5
458,29079940,STG2,44.083333333333336
459,29080013,STG2,361.0833333333333
460,29080030,STG2,519.4166666666667
461,29080054,STG2,1166.4166666666672
462,29080055,STG2,44.083333333333336
463,29080062,STG2,304.5
464,29080105,STG2,552.3749999999999
465,29080143,STG2,100.41666666666666
466,29080145,STG2,451.3333333333333
467,29080180,STG2,44.083333333333336
468,29080251,STG2,1414.3750000000002
469,29080276,STG2,149.16666666666669
470,29080282,STG2,36.0
471,29080290,STG2,2596.6666666666674
472,29080358,STG2,433.8333333333333
473,29080392,STG2,1303.8333333333333
474,29080404,STG2,278.25
475,29080470,STG2,247.75
476,29080515,STG2,296.0
477,29080520,STG2,189.33333333333334
478,29080540,STG2,84.25
479,29080549,STG2,100.41666666666666
480,29080561,STG2,150.75
481,29080563,STG2,199.0
482,29080570,STG2,100.41666666666666
483,29080609,STG2,84.5
484,29080611,STG2,519.416666666667
485,29080635,STG2,158.58333333333334
486,29080642,STG2,519.416666666667
487,29080645,STG2,320.4166666666667
488,29080649,STG2,866.541666666667
489,29080652,STG2,806.2916666666665
490,29080653,STG2,1307.8750000000002
491,29080654,STG2,1178.791666666667
492,29080657,STG2,676.7916666666665
493,29080659,STG2,632.4583333333333
494,29080660,STG2,1170.8333333333335
495,29080664,STG2,411.1666666666667
496,29080666,STG2,1072.7916666666672
497,29080667,STG2,385.7916666666668
498,29080668,STG2,1995.8750000000014
499,29080669,STG2,1506.7083333333337
500,29080672,STG2,834.4583333333336
501,29080673,STG2,370.75
502,29080675,STG2,943.5833333333335
503,29080676,STG2,710.0416666666675
504,29080677,STG2,84.25
505,29080679,STG2,575.6249999999999
506,29080680,STG2,713.833333333333
507,29080681,STG2,221.66666666666669
508,29080682,STG2,1396.4166666666672
509,29080683,STG2,1736.0416666666677
510,29080685,STG2,1133.0416666666672
511,29080686,STG2,1621.2499999999995
512,29080688,STG2,997.1666666666667
513,29080689,STG2,770.6666666666665
514,29080690,STG2,1768.7500000000005
515,29080691,STG2,604.0416666666667
516,29080692,STG2,1575.6666666666663
517,29080694,STG2,304.5
518,29080695,STG2,158.83333333333331
519,29080696,STG2,2469.1666666666683
520,29080711,STG2,523.2083333333338
521,29080724,STG2,825.4583333333338
522,29080758,STG2,467.75
523,29080764,STG2,432.95833333333326
524,29080767,STG2,1501.7500000000002
525,29080782,STG2,1314.2500000000002
526,29080791,STG2,395.0
527,29080796,STG2,36.0
528,29080808,STG2,687.2083333333333
529,29080816,STG2,36.0
530,29080823,STG2,356.16666666666674
531,29080832,STG2,594.375
532,29080874,STG2,126.5
533,29081001,STG2,283.87500000000034
534,29081040,STG2,895.5833333333331
535,29081043,STG2,547.4583333333333
536,29081044,STG2,5415.499999999999
537,29081117,STG2,395.0
538,29081297,STG2,474.25
539,29081416,STG2,247.50000000000014
540,29081628,STG2,552.3749999999999
541,29081762,STG2,68.33333333333334
542,29082332,STG2,288.16666666666663
543,29082984,STG2,68.33333333333334
544,29083940,STG2,862.7500000000002
545,29084180,STG2,911.5000000000005
546,29084278,STG2,68.08333333333333
547,29084291,STG2,239.41666666666666
548,29084379,STG2,524.3333333333333
549,29084380,STG2,474.25
550,29084381,STG2,158.58333333333334
551,29084384,STG2,474.25
552,29084493,STG2,157.25
553,29084562,STG2,551.7499999999999
554,29084597,STG2,100.41666666666666
555,29084740,STG2,150.75
556,29085032,STG2,126.5
557,29085079,STG2,84.5
558,29085086,STG2,92.58333333333334
559,29085165,STG2,102.0
560,29085215,STG2,36.0
561,29085262,STG2,197.66666666666666
562,29085277,STG2,133.0
563,29085338,STG2,1271.2500000000005
564,29085341,STG2,133.0
565,29085343,STG2,352.125
566,29085425,STG2,449.75
567,29085441,STG2,451.5833333333333
568,29085449,STG2,620.3333333333333
569,29085471,STG2,36.0
570,29085492,STG2,68.33333333333334
571,29085547,STG2,36.0
572,29085551,STG2,1372.7916666666667
573,29085576,STG2,116.58333333333334
574,29085577,STG2,116.58333333333334
575,29085659,STG2,190.91666666666669
576,29085660,STG2,100.41666666666666
577,29085661,STG2,742.6249999999997
578,29085719,STG2,506.3333333333333
579,29085722,STG2,183.08333333333331
580,29085723,STG2,158.58333333333334
581,29085769,STG2,1441.2500000000002
582,29085806,STG2,60.0
583,29085810,STG2,84.25
584,29085829,STG2,100.41666666666666
585,29085836,STG2,142.41666666666666
586,29085838,STG2,92.33333333333334
587,29085843,STG2,76.16666666666667
588,29085844,STG2,174.75
589,29085846,STG2,539.3750000000002
590,29085848,STG2,92.33333333333334
591,29085849,STG2,44.083333333333336
592,29085868,STG2,44.083333333333336
593,29085943,STG2,726.2083333333333
594,29085963,STG2,4279.500000000002
595,29085965,STG2,1755.4999999999998
596,29086014,STG2,84.25
597,29086031,STG2,2165.916666666667
598,29086071,STG2,68.08333333333333
599,29086090,STG2,443.25
600,29086093,STG2,425.4999999999999
601,29086102,STG2,498.8333333333345
602,29086159,STG2,68.08333333333333
603,29086160,STG2,68.08333333333333
604,29086203,STG2,278.25
605,29086274,STG2,1072.791666666667
606,29086297,STG2,599.0000000000002
607,29086357,STG2,684.0000000000006
608,29086358,STG2,141.08333333333331
609,29086433,STG2,510.4583333333336
610,29086443,STG2,320.4166666666667
611,29086513,STG2,52.16666666666667
612,29086518,STG2,713.2916666666663
613,29086534,STG2,44.083333333333336
614,29086560,STG2,158.58333333333334
615,29086568,STG2,126.5
616,29086589,STG2,78.0
617,29086600,STG2,1025.7083333333335
618,29086604,STG2,911.5000000000005
619,29086606,STG2,362.4166666666667
620,29086609,STG2,543.4166666666667
621,29086612,STG2,254.0
622,29086613,STG2,294.4166666666667
623,29086645,STG2,510.45833333333394
624,29086683,STG2,2216.75
625,29086692,STG2,911.5000000000005
626,29086727,STG2,173.41666666666666
627,29086729,STG2,84.25
628,29086736,STG2,847.333333333333
629,29086737,STG2,2882.625000000002
630,29086739,STG2,509.5
631,29086741,STG2,182.83333333333331
632,29086753,STG2,524.0833333333335
633,29086782,STG2,149.16666666666669
634,29086869,STG2,947.7500000000006
635,29086946,STG2,223.5
636,29086956,STG2,181.12499999999997
637,29087017,STG2,183.08333333333331
638,29087029,STG2,534.4583333333336
639,29087047,STG2,1930.9583333333346
640,29087048,STG2,221.66666666666669
641,29087050,STG2,483.9166666666667
642,29087098,STG2,278.25
643,29087122,STG2,3296.4583333333335
644,29087123,STG2,857.7916666666667
645,29087158,STG2,2561.875000000001
646,29087167,STG2,361.0833333333333
647,29087181,STG2,68.08333333333333
648,29087197,STG2,100.41666666666666
649,29087224,STG2,296.0
650,29087244,STG2,506.3333333333333
651,29087257,STG2,320.2500000000001
652,29087335,STG2,543.4166666666672
653,29087355,STG2,887.0000000000007
654,29087361,STG2,534.4583333333336
655,29087369,STG2,44.083333333333336
656,29087384,STG2,158.83333333333331
657,29087387,STG2,278.25
658,29087422,STG2,150.75
659,29087423,STG2,150.75
660,29087426,STG2,68.08333333333333
661,29087471,STG2,554.6666666666671
662,29087477,STG2,239.41666666666666
663,29087485,STG2,547.7083333333333
664,29087673,STG2,360.8333333333333
665,29087954,STG2,157.0
666,29088490,STG2,540.25
667,29088495,STG2,86.08333333333333
668,29088590,STG2,328.33333333333337
669,29089902,STG2,543.4166666666665
670,29090812,STG2,547.7083333333333
671,29091176,STG2,805.0000000000002
672,29091359,STG2,361.0833333333333
673,29091371,STG2,36.0
674,29091475,STG2,632.3333333333342
675,29091482,STG2,223.25
676,29091637,STG2,433.8333333333333
677,29091651,STG2,474.25
678,29091652,STG2,524.3333333333333
679,29092094,STG2,1908.2500000000005
680,29092159,STG2,433.8333333333333
681,29092247,STG2,36.0
682,29092371,STG2,254.25000000000003
683,29092381,STG2,651.7916666666667
684,29092398,STG2,1300.7916666666663
685,29092439,STG2,241.75
686,29092475,STG2,278.25
687,29092508,STG2,185.54166666666669
688,29092570,STG2,1302.7916666666672
689,29092653,STG2,100.41666666666666
690,29092655,STG2,278.25
691,29092765,STG2,361.5416666666671
692,29092776,STG2,278.25
693,29092824,STG2,769.6666666666671
694,29092856,STG2,433.8333333333333
695,29092900,STG2,270.16666666666663
696,29092944,STG2,296.0
697,29092959,STG2,189.33333333333334
698,29092961,STG2,278.25
699,29092988,STG2,378.5833333333333
700,29093005,STG2,433.8333333333333
701,29093058,STG2,1173.7083333333335
702,29093082,STG2,138.25000000000009
703,29093120,STG2,980.2083333333338
704,29093141,STG2,213.83333333333334
705,29093221,STG2,451.3333333333333
706,29093234,STG2,278.25
707,29093271,STG2,92.33333333333334
708,29093273,STG2,510.45833333333354
709,29093274,STG2,320.25
710,29093372,STG2,552.3749999999999
711,29093483,STG2,336.5833333333333
712,29093487,STG2,335.70833333333337
713,29093513,STG2,1364.2083333333344
714,29093522,STG2,688.7916666666666
715,29093527,STG2,534.4583333333338
716,29093530,STG2,534.4583333333335
717,29093536,STG2,846.5833333333338
718,29093568,STG2,697.666666666667
719,29093608,STG2,165.08333333333331
720,29093613,STG2,1443.5416666666663
721,29093720,STG2,291.83333333333366
722,29093744,STG2,133.0
723,29093825,STG2,975.6666666666679
724,29093894,STG2,133.0
725,29093925,STG2,247.75
726,29093948,STG2,68.33333333333334
727,29093964,STG2,3324.166666666668
728,29093973,STG2,126.5
729,29094000,STG2,174.75
730,29094004,STG2,247.5
731,29094006,STG2,165.33333333333334
732,29094009,STG2,68.08333333333333
733,29094018,STG2,36.0
734,29094027,STG2,4939.791666666666
735,29094033,STG2,148.91666666666669
736,29094037,STG2,189.33333333333334
737,29094038,STG2,100.41666666666666
738,29094039,STG2,36.0
739,29094060,STG2,36.0
740,29094085,STG2,60.0
741,29094087,STG2,124.66666666666667
742,29094095,STG2,449.75
743,29094117,STG2,519.4166666666666
744,29094125,STG2,304.33333333333337
745,29094203,STG2,271.7500000000001
746,29094263,STG2,1283.7500000000005
747,29094294,STG2,538.5000000000002
748,29094296,STG2,701.9583333333335
749,29094310,STG2,165.08333333333334
750,29094455,STG2,60.25
751,29094463,STG2,78.0
752,29094465,STG2,1586.5000000000005
753,29094467,STG2,238.08333333333334
754,29094512,STG2,534.4583333333336
755,29094528,STG2,2485.333333333334
756,29094535,STG2,166.91666666666669
757,29094537,STG2,78.0
758,29094571,STG2,197.41666666666666
759,29094580,STG2,197.41666666666666
760,29094593,STG2,1741.1250000000002
761,29094604,STG2,271.75
762,29094619,STG2,231.33333333333354
763,29094631,STG2,255.83333333333334
764,29094729,STG2,133.0
765,29094760,STG2,36.0
766,29094765,STG2,287.91666666666663
767,29094772,STG2,419.0
768,29094777,STG2,36.0
769,29094785,STG2,60.0
770,29094805,STG2,36.0
771,29094816,STG2,133.0
772,29094827,STG2,36.0
773,29094853,STG2,157.25
774,29094876,STG2,229.75
775,29094883,STG2,507.9166666666667
776,29094891,STG2,36.0
777,29094900,STG2,550.8750000000005
778,29094919,STG2,451.5833333333333
779,29094935,STG2,92.33333333333334
780,29094959,STG2,296.0
781,29095174,STG2,173.41666666666666
782,29095361,STG2,583.2083333333337
783,29095764,STG2,474.25
784,29096182,STG2,60.0
785,29096233,STG2,60.0
786,29096347,STG2,1780.7499999999995
787,29098405,STG2,474.25
788,29098409,STG2,443.5
789,29098484,STG2,229.75
790,29098563,STG2,223.5
791,29098695,STG2,534.4583333333335
792,29098696,STG2,1360.1666666666674
793,29098770,STG2,519.416666666667
794,29098873,STG2,967.5833333333342
795,29099072,STG2,296.0
796,29099165,STG2,336.5833333333333
797,29099289,STG2,231.33333333333334
798,29099297,STG2,507.9166666666667
799,29099375,STG2,100.41666666666666
800,29099397,STG2,133.0
801,29099400,STG2,599.3750000000005
802,29099410,STG2,148.91666666666669
803,29099414,STG2,100.41666666666666
804,29099434,STG2,419.25
805,29099447,STG2,92.33333333333334
806,29099455,STG2,52.16666666666667
807,29099456,STG2,362.6666666666667
808,29099463,STG2,554.5416666666671
809,29099469,STG2,148.91666666666669
810,29099616,STG2,433.8333333333333
811,29099638,STG2,467.5
812,29099661,STG2,100.41666666666666
813,29099702,STG2,278.25
814,29099918,STG2,1712.7083333333353
815,29099951,STG2,92.58333333333334
816,29100191,STG2,427.0833333333333
817,29100229,STG2,534.4583333333334
818,29100263,STG2,148.91666666666669
819,29100295,STG2,336.5833333333333
820,29100322,STG2,2619.8750000000014
821,29100347,STG2,263.66666666666663
822,29100368,STG2,1499.1250000000002
823,29100470,STG2,506.3333333333333
824,29100516,STG2,304.08333333333337
